tid,t_name,t_issue,t_sub_district,t_district,t_province
1602,โครงการที่ 3,น้ำ,ท่าแร้ง,ฉวาง,นครศรีธรรมราช
1603,โครงการที่ 19,ขยะ,โสน,นาหมื่น,หนองบัวลำภู
1604,โครงการที่ 3,ความมั่นคงทางอาหาร,นาขุม,แม่ระมาด,กรุงเทพมหานคร
1605,โครงการที่ 17,ขยะ,ปากตม,กุดจับ,ชลบุรี
1606,โครงการที่ 7,โรคไม่ติดต่อ,วัดเกาะ,สุคิริน,อ่างทอง
1607,โครงการที่ 12,น้ำ,หนองแวง,ศิลาลาด,แพร่
1608,โครงการที่ 15,เยาวชน,บ้านกร่าง,วังยาง,สุราษฎร์ธานี
1609,โครงการที่ 6,สังคมสูงอายุ,ทรัพย์ไพวัลย์,กันทรารมย์,สระแก้ว
1610,โครงการที่ 5,บุหรี่ไฟฟ้า,แม่ละมุ้ง,อุทุมพรพิสัย,ชัยภูมิ
1611,โครงการที่ 11,ปัจจัยเสี่ยง,แม่สาว,ปราสาท,ลพบุรี
1612,โครงการที่ 10,สังคมสูงอายุ,ปอแดง,ศรีมหาโพธิ,สุรินทร์
1613,โครงการที่ 12,โรคไม่ติดต่อ,ท่าวังพร้าว,ท่าสองยาง,เชียงราย
1614,โครงการที่ 17,เยาวชน,ช้างเผือก,วารินชำราบ,อ่างทอง
1615,โครงการที่ 4,สังคมสูงอายุ,ดอนสัก,สันติสุข,สุรินทร์
1616,โครงการที่ 20,เยาวชน,คลองยาง,สรรคบุรี,ปัตตานี
1617,โครงการที่ 6,โรคไม่ติดต่อ,กุดดู่,ราษีไศล,พิษณุโลก
1618,โครงการที่ 6,เยาวชน,หนองบัวน้อย,สันกำแพง,สระบุรี
1619,โครงการที่ 11,ปัจจัยเสี่ยง,หนองกี่,แม่ริม,กาฬสินธุ์
1620,โครงการที่ 1,เยาวชน,ทุ่งต่อ,แก่งกระจาน,พระนครศรีอยุธยา
1621,โครงการที่ 4,ขยะ,จังหาร,ขุขันธ์,สกลนคร
1622,โครงการที่ 7,เยาวชน,บ้านด่านนาขาม,โนนสูง,กรุงเทพมหานคร
1623,โครงการที่ 11,สังคมสูงอายุ,สระแก้ว,แม่วาง,นครปฐม
1624,โครงการที่ 12,โรคไม่ติดต่อ,คลองขุด,นากลาง,สุราษฎร์ธานี
1625,โครงการที่ 19,ขยะ,พิตเพียน,มัญจาคีรี,ลพบุรี
1626,โครงการที่ 19,ปัจจัยเสี่ยง,กุดรัง,นาโพธิ์,สมุทรปราการ
1627,โครงการที่ 16,น้ำ,ไล่โว่,วัดสิงห์,ร้อยเอ็ด
1628,โครงการที่ 17,ปัจจัยเสี่ยง,โดมประดิษฐ์,พาน,กรุงเทพมหานคร
1629,โครงการที่ 9,ปัจจัยเสี่ยง,ห้วยแร้ง,ม่วงสามสิบ,กำแพงเพชร
1630,โครงการที่ 3,ปัจจัยเสี่ยง,โคกใหญ่,ปางมะผ้า,นครปฐม
1631,โครงการที่ 18,ความมั่นคงทางอาหาร,บ่อโพง,เมืองสมุทรปราการ,แพร่
1632,โครงการที่ 2,บุหรี่ไฟฟ้า,สระกรวด,หนองพอก,อุทัยธานี
1633,โครงการที่ 17,น้ำ,อรัญคามวารี,แจ้ห่ม,ปราจีนบุรี
1634,โครงการที่ 2,ขยะ,บ้านแร่,ชำนิ,จันทบุรี
1635,โครงการที่ 18,น้ำ,หน้าประดู่,เฉลิมพระเกียรติ,เชียงราย
1636,โครงการที่ 17,ความมั่นคงทางอาหาร,คลองลานพัฒนา,แม่จัน,สตูล
1637,โครงการที่ 19,เยาวชน,บางใหญ่,จอมทอง,อุบลราชธานี
1638,โครงการที่ 10,น้ำ,สูงเนิน,ไทรน้อย,สกลนคร
1639,โครงการที่ 8,ความมั่นคงทางอาหาร,ในเมือง,กุดรัง,เชียงใหม่
1640,โครงการที่ 20,บุหรี่ไฟฟ้า,ป่าเมี่ยง,ลาดบัวหลวง,ชลบุรี
1641,โครงการที่ 3,สังคมสูงอายุ,สร้างก่อ,รัตนวาปี,พะเยา
1642,โครงการที่ 10,ขยะ,บางแก้ว,ท่าใหม่,แม่ฮ่องสอน
1643,โครงการที่ 17,สังคมสูงอายุ,บางกระทึก,แม่วาง,นครพนม
1644,โครงการที่ 1,ขยะ,อ่างทอง,วัดโบสถ์,บุรีรัมย์
1645,โครงการที่ 13,ขยะ,สีวิเชียร,เมืองสมุทรสาคร,นครสวรรค์
1646,โครงการที่ 2,ความมั่นคงทางอาหาร,อินทร์บุรี,ขุนหาญ,พิษณุโลก
1647,โครงการที่ 7,เยาวชน,สระแก้ว,ชุมแสง,มหาสารคาม
1648,โครงการที่ 17,สังคมสูงอายุ,โคกงาม,สามโก้,เพชรบุรี
1649,โครงการที่ 7,ขยะ,โพหัก,ปราสาท,ขอนแก่น
1650,โครงการที่ 15,ปัจจัยเสี่ยง,ลาดสาลี่,เบญจลักษ์,น่าน
1651,โครงการที่ 4,ขยะ,โคกขมิ้น,มหาราช,นครราชสีมา
1652,โครงการที่ 1,ความมั่นคงทางอาหาร,ตลิ่งชัน,เมืองสกลนคร,กาญจนบุรี
1653,โครงการที่ 3,สังคมสูงอายุ,สามัคคี,บ้านดุง,ศรีสะเกษ
1654,โครงการที่ 10,สังคมสูงอายุ,ท่าชนะ,โพนทอง,พระนครศรีอยุธยา
1655,โครงการที่ 2,บุหรี่ไฟฟ้า,เขาน้อย,โคกสำโรง,นครสวรรค์
1656,โครงการที่ 13,ความมั่นคงทางอาหาร,หนองกี่,แม่สรวย,กาฬสินธุ์
1657,โครงการที่ 7,น้ำ,นาดี,เวียงสา,จันทบุรี
1658,โครงการที่ 16,น้ำ,ท่าข้าม,ทุ่งครุ,นราธิวาส
1659,โครงการที่ 17,น้ำ,พระครู,นครชัยศรี,ศรีสะเกษ
1660,โครงการที่ 10,ความมั่นคงทางอาหาร,ตะขบ,นาดี,จันทบุรี
1661,โครงการที่ 8,ความมั่นคงทางอาหาร,น้ำชุน,สีชมพู,ลำปาง
1662,โครงการที่ 7,ปัจจัยเสี่ยง,กันตังใต้,เดิมบางนางบวช,ลพบุรี
1663,โครงการที่ 15,โรคไม่ติดต่อ,บางนอน,เชียงคาน,นครสวรรค์
1664,โครงการที่ 6,บุหรี่ไฟฟ้า,คำบก,ศรีนครินทร์,ตราด
1665,โครงการที่ 12,ปัจจัยเสี่ยง,หนองขาว,เมืองราชบุรี,เชียงใหม่
1666,โครงการที่ 19,ขยะ,ตาลเดี่ยว,สามชุก,พิจิตร
1667,โครงการที่ 19,โรคไม่ติดต่อ,พันดอน,เมืองแพร่,ร้อยเอ็ด
1668,โครงการที่ 20,ความมั่นคงทางอาหาร,บางเตย,เมืองปราจีนบุรี,กาญจนบุรี
1669,โครงการที่ 13,สังคมสูงอายุ,ตาลเตี้ย,เกษตรวิสัย,สระบุรี
1670,โครงการที่ 13,ความมั่นคงทางอาหาร,ห้วยรอบ,สากเหล็ก,บึงกาฬ
1671,โครงการที่ 9,เยาวชน,สนามบิน,บางเสาธง,ศรีสะเกษ
1672,โครงการที่ 11,บุหรี่ไฟฟ้า,ห้วยยั้ง,ท่าคันโท,ปราจีนบุรี
1673,โครงการที่ 6,น้ำ,ตลุกดู่,พล,บุรีรัมย์
1674,โครงการที่ 19,ขยะ,พืชอุดม,ค่ายบางระจัน,ขอนแก่น
1675,โครงการที่ 19,ปัจจัยเสี่ยง,หนองจะบก,โคกโพธิ์,พระนครศรีอยุธยา
1676,โครงการที่ 19,ความมั่นคงทางอาหาร,คูเมือง,มัญจาคีรี,สิงห์บุรี
1677,โครงการที่ 12,ความมั่นคงทางอาหาร,ตะโหมด,ยะรัง,มหาสารคาม
1678,โครงการที่ 10,เยาวชน,แม่แฝกใหม่,นาดูน,ร้อยเอ็ด
1679,โครงการที่ 2,บุหรี่ไฟฟ้า,นาแก้ว,ประทาย,สระบุรี
1680,โครงการที่ 18,เยาวชน,หนองโสน,ศรีธาตุ,ขอนแก่น
1681,โครงการที่ 12,ความมั่นคงทางอาหาร,ป่าไม้งาม,บางปะอิน,สุราษฎร์ธานี
1682,โครงการที่ 18,เยาวชน,เก่างิ้ว,ห้วยยอด,น่าน
1683,โครงการที่ 3,สังคมสูงอายุ,ปรือใหญ่,เมืองอ่างทอง,เชียงราย
1684,โครงการที่ 20,น้ำ,โป่งนก,ท่ามะกา,นครพนม
1685,โครงการที่ 6,สังคมสูงอายุ,ท่านา,นาเชือก,นครราชสีมา
1686,โครงการที่ 18,น้ำ,โพนทอง,โนนศิลา,ชุมพร
1687,โครงการที่ 3,น้ำ,แมด,บางไทร,สกลนคร
1688,โครงการที่ 14,ขยะ,ส้มป่อย,ชัยบาดาล,มหาสารคาม
1689,โครงการที่ 8,บุหรี่ไฟฟ้า,เสียว,ขุนหาญ,ระนอง
1690,โครงการที่ 8,บุหรี่ไฟฟ้า,โคกสะอาด,คลองสาน,นครราชสีมา
1691,โครงการที่ 14,ขยะ,บ้านพรุ,เมืองพิจิตร,อุดรธานี
1692,โครงการที่ 17,ความมั่นคงทางอาหาร,ควนมะพร้าว,สว่างแดนดิน,นครราชสีมา
1693,โครงการที่ 16,ขยะ,บุคคโล,กันทรวิชัย,นครราชสีมา
1694,โครงการที่ 7,น้ำ,โฆษิต,ปากพลี,อุบลราชธานี
1695,โครงการที่ 17,สังคมสูงอายุ,แคนใหญ่,บ้านหมี่,เชียงใหม่
1696,โครงการที่ 16,บุหรี่ไฟฟ้า,วังหว้า,วังโป่ง,อุทัยธานี
1697,โครงการที่ 9,ขยะ,ปลาโหล,เจริญศิลป์,นนทบุรี
1698,โครงการที่ 7,ปัจจัยเสี่ยง,ห้วยเม็ก,สทิงพระ,บุรีรัมย์
1699,โครงการที่ 15,เยาวชน,หนองบัว,สุวรรณภูมิ,สุโขทัย
1700,โครงการที่ 14,ปัจจัยเสี่ยง,ช่อแฮ,วังทองหลาง,นราธิวาส
1701,โครงการที่ 6,ปัจจัยเสี่ยง,บ้านเดื่อ,โนนแดง,สุราษฎร์ธานี
1702,โครงการที่ 10,เยาวชน,บ่อตรุ,กระนวน,อุทัยธานี
1703,โครงการที่ 17,บุหรี่ไฟฟ้า,วาริน,จะนะ,นนทบุรี
1704,โครงการที่ 3,ความมั่นคงทางอาหาร,บางตะไนย์,บางไทร,ชัยภูมิ
1705,โครงการที่ 6,เยาวชน,เจดีย์หัก,บัวใหญ่,นครพนม
1706,โครงการที่ 5,ความมั่นคงทางอาหาร,เขือน้ำ,เมืองเพชรบุรี,นครราชสีมา
1707,โครงการที่ 2,น้ำ,บ้านใหม่สุขเกษม,เมืองสมุทรสาคร,นราธิวาส
1708,โครงการที่ 4,บุหรี่ไฟฟ้า,คุ้งลาน,ลำปลายมาศ,กรุงเทพมหานคร
1709,โครงการที่ 4,ความมั่นคงทางอาหาร,บ้านแดน,เมืองนครสวรรค์,เชียงราย
1710,โครงการที่ 7,ความมั่นคงทางอาหาร,พันนา,เมืองตรัง,ขอนแก่น
1711,โครงการที่ 9,น้ำ,บางแก้ว,วิเศษชัยชาญ,แม่ฮ่องสอน
1712,โครงการที่ 13,น้ำ,สระแก้ว,เขาคิชฌกูฏ,นครศรีธรรมราช
1713,โครงการที่ 9,โรคไม่ติดต่อ,แม่ปาน,นครหลวง,บุรีรัมย์
1714,โครงการที่ 6,ความมั่นคงทางอาหาร,โคกใหญ่,เมืองลพบุรี,นครราชสีมา
1715,โครงการที่ 8,ความมั่นคงทางอาหาร,ห้วยม่วง,บางขัน,สตูล
1716,โครงการที่ 4,บุหรี่ไฟฟ้า,ทับเที่ยง,จตุรพักตรพิมาน,ตาก
1717,โครงการที่ 7,เยาวชน,เสาเดียว,หนองฉาง,กรุงเทพมหานคร
1718,โครงการที่ 8,เยาวชน,นาโพธิ์,บางปะอิน,อุตรดิตถ์
1719,โครงการที่ 11,เยาวชน,ชุมแพ,กำแพงแสน,ลำปาง
1720,โครงการที่ 5,น้ำ,ผาปัง,พุนพิน,สุรินทร์
1721,โครงการที่ 13,ขยะ,แดนชุมพล,ห้างฉัตร,เชียงใหม่
1722,โครงการที่ 1,เยาวชน,หนองพังค่า,เมืองนครพนม,พะเยา
1723,โครงการที่ 13,บุหรี่ไฟฟ้า,คลองบ้านโพธิ์,คลองขลุง,สุโขทัย
1724,โครงการที่ 4,น้ำ,หอกลอง,ท่าฉาง,สุโขทัย
1725,โครงการที่ 10,ความมั่นคงทางอาหาร,ปานัน,จอมทอง,หนองบัวลำภู
1726,โครงการที่ 20,ปัจจัยเสี่ยง,วังโพธิ์,ป่าบอน,เพชรบูรณ์
1727,โครงการที่ 3,ขยะ,ฝั่งแดง,เสาไห้,อุบลราชธานี
1728,โครงการที่ 17,สังคมสูงอายุ,พลับพลา,ดอนตาล,จันทบุรี
1729,โครงการที่ 1,น้ำ,ใหม่นาเพียง,บางมูลนาก,แม่ฮ่องสอน
1730,โครงการที่ 14,ความมั่นคงทางอาหาร,สระแก้ว,นครหลวง,ฉะเชิงเทรา
1731,โครงการที่ 18,บุหรี่ไฟฟ้า,นาขาม,หนองจิก,พัทลุง
1732,โครงการที่ 11,บุหรี่ไฟฟ้า,ตลิ่งงาม,โซ่พิสัย,ชลบุรี
1733,โครงการที่ 15,เยาวชน,ลำนางแก้ว,เมืองเชียงราย,มุกดาหาร
1734,โครงการที่ 2,โรคไม่ติดต่อ,คลองมะเดื่อ,ขุขันธ์,สตูล
1735,โครงการที่ 20,เยาวชน,คลองเจ็ด,แม่วาง,สุพรรณบุรี
1736,โครงการที่ 1,น้ำ,ศาลาขาว,นาแก,ฉะเชิงเทรา
1737,โครงการที่ 18,ขยะ,หนองตากยา,กระทุ่มแบน,สมุทรสาคร
1738,โครงการที่ 18,ความมั่นคงทางอาหาร,บ้านเหล่า,วังโป่ง,เชียงใหม่
1739,โครงการที่ 15,เยาวชน,บางเหรียง,โพทะเล,อ่างทอง
1740,โครงการที่ 17,ปัจจัยเสี่ยง,ม่วงตึ๊ด,ปลาปาก,ขอนแก่น
1741,โครงการที่ 10,เยาวชน,ป่าลาน,หนองแค,ชัยนาท
1742,โครงการที่ 12,โรคไม่ติดต่อ,หล่มสัก,เมืองตรัง,เชียงใหม่
1743,โครงการที่ 13,บุหรี่ไฟฟ้า,ศรีภูมิ,หนองพอก,ชัยภูมิ
1744,โครงการที่ 8,โรคไม่ติดต่อ,บางยี่ขัน,มายอ,กรุงเทพมหานคร
1745,โครงการที่ 16,น้ำ,แม่ทอม,แม่ระมาด,อุบลราชธานี
1746,โครงการที่ 7,ปัจจัยเสี่ยง,คลองนครเนื่องเขต,ละอุ่น,สุรินทร์
1747,โครงการที่ 2,ปัจจัยเสี่ยง,ตะเบาะ,คลองใหญ่,สกลนคร
1748,โครงการที่ 10,บุหรี่ไฟฟ้า,วชิรพยาบาล,หนองบัวแดง,อ่างทอง
1749,โครงการที่ 17,สังคมสูงอายุ,ทุ่งงาม,เมืองเชียงราย,สงขลา
1750,โครงการที่ 14,เยาวชน,แม่โป่ง,เมืองชลบุรี,ขอนแก่น
1751,โครงการที่ 18,สังคมสูงอายุ,ขุนคง,ควนโดน,ชัยภูมิ
1752,โครงการที่ 3,ปัจจัยเสี่ยง,เชียงม่วน,โพธิ์ชัย,ศรีสะเกษ
1753,โครงการที่ 20,สังคมสูงอายุ,ทุ่งคลอง,โนนแดง,ชลบุรี
1754,โครงการที่ 4,ปัจจัยเสี่ยง,พันชนะ,ตาพระยา,เพชรบุรี
1755,โครงการที่ 9,บุหรี่ไฟฟ้า,บางแพ,ศิลาลาด,มหาสารคาม
1756,โครงการที่ 2,บุหรี่ไฟฟ้า,วัดใหม่,เมืองสุรินทร์,กาฬสินธุ์
1757,โครงการที่ 12,ขยะ,คอลอตันหยง,ภูหลวง,สุโขทัย
1758,โครงการที่ 4,บุหรี่ไฟฟ้า,ดอนเปา,สิชล,สระบุรี
1759,โครงการที่ 9,เยาวชน,รางสาลี่,สุไหงปาดี,มหาสารคาม
1760,โครงการที่ 8,บุหรี่ไฟฟ้า,คำน้ำสร้าง,ลานสัก,สมุทรปราการ
1761,โครงการที่ 19,ปัจจัยเสี่ยง,ขนอนหลวง,โชคชัย,นครราชสีมา
1762,โครงการที่ 16,บุหรี่ไฟฟ้า,อุ่มเม้า,โชคชัย,บุรีรัมย์
1763,โครงการที่ 11,น้ำ,โคกสูง,บางระกำ,พะเยา
1764,โครงการที่ 14,ความมั่นคงทางอาหาร,หนองเมือง,บางขุนเทียน,แพร่
1765,โครงการที่ 4,โรคไม่ติดต่อ,วังกระแจะ,อุ้มผาง,พระนครศรีอยุธยา
1766,โครงการที่ 15,สังคมสูงอายุ,คำอาฮวน,เมืองปราจีนบุรี,พิษณุโลก
1767,โครงการที่ 12,บุหรี่ไฟฟ้า,บางพระ,พรานกระต่าย,นครศรีธรรมราช
1768,โครงการที่ 14,สังคมสูงอายุ,ปากน้ำกระแส,งาว,สกลนคร
1769,โครงการที่ 12,ขยะ,วัดโสมนัส,น้ำพอง,สิงห์บุรี
1770,โครงการที่ 9,โรคไม่ติดต่อ,บางลาย,สร้างคอม,กาญจนบุรี
1771,โครงการที่ 7,ขยะ,เทพนคร,ธารโต,สงขลา
1772,โครงการที่ 8,ปัจจัยเสี่ยง,โพนสูง,ปราสาท,ภูเก็ต
1773,โครงการที่ 2,ความมั่นคงทางอาหาร,ห้วยทราย,วังสะพุง,ชัยภูมิ
1774,โครงการที่ 20,น้ำ,แสลงโทน,บางบาล,ศรีสะเกษ
1775,โครงการที่ 16,บุหรี่ไฟฟ้า,ห้วยผา,อู่ทอง,ระยอง
1776,โครงการที่ 4,บุหรี่ไฟฟ้า,หัวหนอง,เมืองราชบุรี,พระนครศรีอยุธยา
1777,โครงการที่ 7,เยาวชน,เสือหึง,พุนพิน,นครนายก
1778,โครงการที่ 2,ขยะ,บ้านเขว้า,ตะโหมด,นครปฐม
1779,โครงการที่ 20,ปัจจัยเสี่ยง,บางยี่โท,กระนวน,สระแก้ว
1780,โครงการที่ 10,ขยะ,ศรีบรรพต,เมืองระยอง,นครสวรรค์
1781,โครงการที่ 6,ปัจจัยเสี่ยง,สีออ,ธัญบุรี,อุบลราชธานี
1782,โครงการที่ 10,ปัจจัยเสี่ยง,ไหล่ทุ่ง,เมืองสระแก้ว,ชุมพร
1783,โครงการที่ 17,โรคไม่ติดต่อ,ตะเคียน,สองพี่น้อง,นครราชสีมา
1784,โครงการที่ 12,สังคมสูงอายุ,ลาดหลุมแก้ว,เมืองนครสวรรค์,มหาสารคาม
1785,โครงการที่ 20,โรคไม่ติดต่อ,ทับน้ำ,กันทรลักษ์,นนทบุรี
1786,โครงการที่ 17,ขยะ,ห้วยแก้ว,หนองกี่,ขอนแก่น
1787,โครงการที่ 9,ความมั่นคงทางอาหาร,ในเมือง,หนองใหญ่,ยะลา
1788,โครงการที่ 8,โรคไม่ติดต่อ,บ้านทับ,เมืองตรัง,ตรัง
1789,โครงการที่ 5,บุหรี่ไฟฟ้า,โคกช้าง,แม่วาง,ฉะเชิงเทรา
1790,โครงการที่ 15,บุหรี่ไฟฟ้า,เขาเขน,หนองมะโมง,มุกดาหาร
1791,โครงการที่ 15,ความมั่นคงทางอาหาร,เวียง,ห้วยราช,กาฬสินธุ์
1792,โครงการที่ 2,โรคไม่ติดต่อ,หนองจิก,วังยาง,มหาสารคาม
1793,โครงการที่ 18,ปัจจัยเสี่ยง,ท่าสะท้อน,นบพิตำ,ลพบุรี
1794,โครงการที่ 14,บุหรี่ไฟฟ้า,เกษมทรัพย์,ภาชี,นครปฐม
1795,โครงการที่ 9,บุหรี่ไฟฟ้า,ม่วงน้อย,สะบ้าย้อย,สมุทรสาคร
1796,โครงการที่ 1,โรคไม่ติดต่อ,บางขวัญ,สร้างคอม,มุกดาหาร
1797,โครงการที่ 6,บุหรี่ไฟฟ้า,ท่าหลวง,พิบูลมังสาหาร,ปัตตานี
1798,โครงการที่ 15,ความมั่นคงทางอาหาร,วัด,บุ่งคล้า,ขอนแก่น
1799,โครงการที่ 12,สังคมสูงอายุ,ลุ่มสุ่ม,เมืองสรวง,สงขลา
1800,โครงการที่ 7,ความมั่นคงทางอาหาร,ยางน้ำกลัดใต้,ดอยสะเก็ด,ชัยภูมิ
1801,โครงการที่ 3,สังคมสูงอายุ,โพธิ์เอน,เต่างอย,นครสวรรค์
1802,โครงการที่ 1,โรคไม่ติดต่อ,ควนธานี,เมืองเชียงใหม่,พังงา
1803,โครงการที่ 10,บุหรี่ไฟฟ้า,ส้มป่อย,เมืองบุรีรัมย์,ตราด
1804,โครงการที่ 4,น้ำ,พนมสารคาม,ระโนด,สระบุรี
1805,โครงการที่ 12,ขยะ,สะเอะ,แม่ทะ,อุบลราชธานี
1806,โครงการที่ 16,ความมั่นคงทางอาหาร,บึงแก,แก่งกระจาน,พระนครศรีอยุธยา
1807,โครงการที่ 2,บุหรี่ไฟฟ้า,นาหมื่นศรี,ลำดวน,เพชรบุรี
1808,โครงการที่ 4,ปัจจัยเสี่ยง,เชียงยืน,หนองไผ่,นครศรีธรรมราช
1809,โครงการที่ 3,โรคไม่ติดต่อ,ปกาสัย,เมืองมหาสารคาม,ปัตตานี
1810,โครงการที่ 19,ความมั่นคงทางอาหาร,ภูผาม่าน,ไชยปราการ,พระนครศรีอยุธยา
1811,โครงการที่ 15,โรคไม่ติดต่อ,คำไฮใหญ่,โคกโพธิ์,ระนอง
1812,โครงการที่ 1,ความมั่นคงทางอาหาร,บ้านโหนด,กุสุมาลย์,สุรินทร์
1813,โครงการที่ 7,สังคมสูงอายุ,คูหาสวรรค์,หลังสวน,สกลนคร
1814,โครงการที่ 15,ปัจจัยเสี่ยง,คูคต,สว่างแดนดิน,ปัตตานี
1815,โครงการที่ 5,ความมั่นคงทางอาหาร,หนองบัว,บ้านใหม่ไชยพจน์,เชียงราย
1816,โครงการที่ 11,เยาวชน,บ้านค้อ,เกาะลันตา,นครสวรรค์
1817,โครงการที่ 16,บุหรี่ไฟฟ้า,ท่าข้าม,กระสัง,ระนอง
1818,โครงการที่ 5,โรคไม่ติดต่อ,กุดลาด,บ้านหลวง,ชุมพร
1819,โครงการที่ 11,โรคไม่ติดต่อ,บัววัฒนา,คุระบุรี,สระบุรี
1820,โครงการที่ 5,บุหรี่ไฟฟ้า,เขาวัว,แกลง,กรุงเทพมหานคร
1821,โครงการที่ 11,โรคไม่ติดต่อ,แนงมุด,ท่าวังผา,เชียงราย
1822,โครงการที่ 6,โรคไม่ติดต่อ,ท่าหลวง,ศรีรัตนะ,สุพรรณบุรี
1823,โครงการที่ 6,ขยะ,หนองกะทิง,นครหลวง,กาฬสินธุ์
1824,โครงการที่ 13,บุหรี่ไฟฟ้า,บ้านใต้,พรหมพิราม,สตูล
1825,โครงการที่ 13,บุหรี่ไฟฟ้า,ดองกำเม็ด,บางบัวทอง,อุดรธานี
1826,โครงการที่ 10,ขยะ,ทุ่งแล้ง,คีรีรัฐนิคม,มุกดาหาร
1827,โครงการที่ 4,ขยะ,พันท้ายนรสิงห์,พังโคน,พะเยา
1828,โครงการที่ 8,ปัจจัยเสี่ยง,ดงแดง,เสลภูมิ,นครราชสีมา
1829,โครงการที่ 15,ขยะ,หิรัญรูจี,เมืองสมุทรปราการ,อุบลราชธานี
1830,โครงการที่ 10,โรคไม่ติดต่อ,ท่าโพธิ์ศรี,สะเดา,หนองบัวลำภู
1831,โครงการที่ 10,บุหรี่ไฟฟ้า,วัดพริก,ฮอด,สุรินทร์
1832,โครงการที่ 3,เยาวชน,น้ำจืด,หนองเรือ,อุบลราชธานี
1833,โครงการที่ 9,น้ำ,บ้านมะเกลือ,เมืองเพชรบุรี,ยโสธร
1834,โครงการที่ 5,สังคมสูงอายุ,คลองตันเหนือ,วังยาง,พังงา
1835,โครงการที่ 6,น้ำ,ร่องกาศ,ดุสิต,ขอนแก่น
1836,โครงการที่ 11,ขยะ,ดินแดง,ดอยสะเก็ด,กำแพงเพชร
1837,โครงการที่ 9,เยาวชน,คลองน้อย,บางไทร,ลพบุรี
1838,โครงการที่ 20,ปัจจัยเสี่ยง,นางัว,สามพราน,นครสวรรค์
1839,โครงการที่ 18,สังคมสูงอายุ,นาไร่หลวง,เชียงคาน,ฉะเชิงเทรา
1840,โครงการที่ 12,โรคไม่ติดต่อ,บางสีทอง,วาปีปทุม,อ่างทอง
1841,โครงการที่ 6,ความมั่นคงทางอาหาร,ดอน,ด่านขุนทด,สกลนคร
1842,โครงการที่ 16,น้ำ,ลาดสวาย,พยุหะคีรี,ขอนแก่น
1843,โครงการที่ 20,ปัจจัยเสี่ยง,สันทรายน้อย,กันทรวิชัย,ฉะเชิงเทรา
1844,โครงการที่ 8,สังคมสูงอายุ,โนนก่อ,เขาย้อย,แพร่
1845,โครงการที่ 12,บุหรี่ไฟฟ้า,พลับพลา,หนองแค,พิจิตร
1846,โครงการที่ 7,โรคไม่ติดต่อ,ด่านคล้า,เถิน,ปัตตานี
1847,โครงการที่ 17,น้ำ,หนองนมวัว,ลอง,นครราชสีมา
1848,โครงการที่ 15,น้ำ,ผดุงมาตร,หนองหาน,สระบุรี
1849,โครงการที่ 6,ความมั่นคงทางอาหาร,รอบเมือง,เมืองบุรีรัมย์,ปราจีนบุรี
1850,โครงการที่ 20,สังคมสูงอายุ,แสงสว่าง,เชียงของ,สมุทรสาคร
1851,โครงการที่ 12,เยาวชน,หนองค้า,เมืองเพชรบุรี,ตรัง
1852,โครงการที่ 11,โรคไม่ติดต่อ,โคกคราม,พุนพิน,ลำปาง
1853,โครงการที่ 10,ปัจจัยเสี่ยง,ตลิ่งชัน,พนัสนิคม,ปัตตานี
1854,โครงการที่ 3,โรคไม่ติดต่อ,บางพูด,ทุ่งช้าง,บุรีรัมย์
1855,โครงการที่ 9,ขยะ,เวียงเหนือ,ท่าศาลา,ระยอง
1856,โครงการที่ 3,เยาวชน,บ้านนา,อัมพวา,เชียงใหม่
1857,โครงการที่ 8,น้ำ,เขาน้อย,โชคชัย,สระแก้ว
1858,โครงการที่ 16,โรคไม่ติดต่อ,ทุ่งมน,เทิง,จันทบุรี
1859,โครงการที่ 1,บุหรี่ไฟฟ้า,จาน,สุวรรณคูหา,ชุมพร
1860,โครงการที่ 3,ขยะ,ศรีประจันต์,พรานกระต่าย,สุพรรณบุรี
1861,โครงการที่ 14,สังคมสูงอายุ,บ้านคลัง,ขุขันธ์,กรุงเทพมหานคร
1862,โครงการที่ 2,เยาวชน,ตะโละไกรทอง,หนองบุญมาก,สุพรรณบุรี
1863,โครงการที่ 11,โรคไม่ติดต่อ,เมืองแหง,ชุมแสง,นครสวรรค์
1864,โครงการที่ 20,ความมั่นคงทางอาหาร,โคกกลาง,นาดี,ชัยภูมิ
1865,โครงการที่ 20,น้ำ,ทับผึ้ง,โชคชัย,พังงา
1866,โครงการที่ 1,สังคมสูงอายุ,แม่สุก,เชียงดาว,บึงกาฬ
1867,โครงการที่ 1,ปัจจัยเสี่ยง,ควนเกย,แม่สรวย,บึงกาฬ
1868,โครงการที่ 9,ขยะ,ตกพรม,แกลง,ยโสธร
1869,โครงการที่ 7,ปัจจัยเสี่ยง,ห้วยขมิ้น,เมืองนนทบุรี,บุรีรัมย์
1870,โครงการที่ 18,บุหรี่ไฟฟ้า,หงาว,ราษีไศล,ร้อยเอ็ด
1871,โครงการที่ 13,ขยะ,ลำเพียก,เมืองหนองคาย,เชียงราย
1872,โครงการที่ 1,ความมั่นคงทางอาหาร,จอมบึง,ภูเขียว,ชุมพร
1873,โครงการที่ 12,เยาวชน,พวา,เมืองนครนายก,สุราษฎร์ธานี
1874,โครงการที่ 12,ขยะ,ลาดขวาง,ด่านขุนทด,กาฬสินธุ์
