pid,p_name,p_issue,p_sub_district,p_district,p_province
1574,โครงการที่ 16,การจัดการน้ำ,ลำพญากลาง,พยัคฆภูมิพิสัย,พิจิตร
1575,โครงการที่ 19,สุขภาพกาย,หนองมะค่าโมง,สิเกา,อ่างทอง
1576,โครงการที่ 13,เหล้าบุหรี่,เขาปูน,โพธิ์ชัย,พิษณุโลก
1577,โครงการที่ 1,เด็กและเยาวชน,ห้วยฝ้ายพัฒนา,เมืองกาฬสินธุ์,นครพนม
1578,โครงการที่ 17,ผู้สูงอายุ,คลองน้อย,เมืองนครปฐม,พังงา
1579,โครงการที่ 7,การจัดการน้ำ,หนองสามสี,ศรีราชา,นครศรีธรรมราช
1580,โครงการที่ 1,สิ่งแวดล้อม,เกาะโพธิ์,ภูสิงห์,ตรัง
1581,โครงการที่ 11,เหล้าบุหรี่,ปากแพรก,แม่ลาน,นครศรีธรรมราช
1582,โครงการที่ 2,เหล้าบุหรี่,บางตะไนย์,ท่าอุเทน,สิงห์บุรี
1583,โครงการที่ 15,ผู้สูงอายุ,บริบูรณ์,สำโรง,เพชรบูรณ์
1584,โครงการที่ 20,เด็กและเยาวชน,คลองใหญ่,เมืองชลบุรี,นครนายก
1585,โครงการที่ 5,สิ่งแวดล้อม,หมื่นศรี,กันทรลักษ์,ราชบุรี
1586,โครงการที่ 12,ผู้สูงอายุ,โคกสูง,องครักษ์,สุรินทร์
1587,โครงการที่ 16,ผู้สูงอายุ,สะพานหิน,สองพี่น้อง,เลย
1588,โครงการที่ 2,สุขภาพกาย,น้ำทรง,เมืองหนองบัวลำภู,หนองบัวลำภู
1589,โครงการที่ 7,การจัดการน้ำ,ลุมปุ๊ก,ท่าคันโท,สุรินทร์
1590,โครงการที่ 3,เด็กและเยาวชน,ถลุงเหล็ก,ตระการพืชผล,นครศรีธรรมราช
1591,โครงการที่ 14,สุขภาพกาย,เขาต่อ,บ้านแหลม,ราชบุรี
1592,โครงการที่ 8,เด็กและเยาวชน,บางนา,หนองหญ้าไซ,อุทัยธานี
1593,โครงการที่ 19,เด็กและเยาวชน,พระนอน,วิหารแดง,นครราชสีมา
1594,โครงการที่ 5,สิ่งแวดล้อม,ไทยาวาส,เฝ้าไร่,ปัตตานี
1595,โครงการที่ 5,เหล้าบุหรี่,สนามชัย,คำชะอี,นครสวรรค์
1596,โครงการที่ 6,ผู้สูงอายุ,ศาลาแดง,กรงปินัง,ฉะเชิงเทรา
1597,โครงการที่ 13,สุขภาพกาย,ประทัดบุ,กันทรวิชัย,พระนครศรีอยุธยา
1598,โครงการที่ 1,เด็กและเยาวชน,มะมุ,โซ่พิสัย,กรุงเทพมหานคร
1599,โครงการที่ 1,สุขภาพกาย,ด่านม่วงคำ,จุน,ชัยนาท
1600,โครงการที่ 14,สุขภาพกาย,ปากช่อง,ภาชี,ลพบุรี
1601,โครงการที่ 14,สุขภาพกาย,บางคอแหลม,พาน,อุตรดิตถ์
1602,โครงการที่ 20,ผู้สูงอายุ,จอมพล,วัฒนานคร,นครศรีธรรมราช
1603,โครงการที่ 4,เด็กและเยาวชน,ท่าโพธิ์ชัย,เมืองภูเก็ต,ลพบุรี
1604,โครงการที่ 3,สุขภาพกาย,คอนสาร,ไชโย,ระยอง
1605,โครงการที่ 15,สุขภาพกาย,ไร่ส้ม,กาบัง,ปทุมธานี
1606,โครงการที่ 5,สุขภาพกาย,โนนรัง,ท่าแซะ,กาญจนบุรี
1607,โครงการที่ 13,สิ่งแวดล้อม,ทุ่งก่อ,แก่งกระจาน,ระยอง
1608,โครงการที่ 17,การจัดการน้ำ,นาทราย,โพธาราม,อุดรธานี
1609,โครงการที่ 11,สิ่งแวดล้อม,ย่านตาขาว,บึงโขงหลง,บุรีรัมย์
1610,โครงการที่ 14,การจัดการน้ำ,หินกอง,ศรีราชา,พระนครศรีอยุธยา
1611,โครงการที่ 4,ผู้สูงอายุ,มะลิกา,ควนขนุน,นครปฐม
1612,โครงการที่ 15,สุขภาพกาย,นาดี,สามเงา,สกลนคร
1613,โครงการที่ 8,เหล้าบุหรี่,สำโรง,เบญจลักษ์,ร้อยเอ็ด
1614,โครงการที่ 6,การจัดการน้ำ,นาหนัง,สามพราน,ศรีสะเกษ
1615,โครงการที่ 8,ผู้สูงอายุ,ไทรทอง,ท้ายเหมือง,เชียงใหม่
1616,โครงการที่ 18,เหล้าบุหรี่,กาบัง,สำโรง,สระบุรี
1617,โครงการที่ 7,สุขภาพกาย,สวนแตง,เชียงดาว,พระนครศรีอยุธยา
1618,โครงการที่ 13,ผู้สูงอายุ,บ้านต๊ำ,สวรรคโลก,พระนครศรีอยุธยา
1619,โครงการที่ 1,สิ่งแวดล้อม,บ้านบึง,บางไทร,จันทบุรี
1620,โครงการที่ 10,เด็กและเยาวชน,ห้วยสะแก,เมืองมหาสารคาม,ร้อยเอ็ด
1621,โครงการที่ 18,ผู้สูงอายุ,โนนงาม,แม่สอด,ขอนแก่น
1622,โครงการที่ 10,การจัดการน้ำ,คลองวาฬ,พระนคร,นครสวรรค์
1623,โครงการที่ 11,เหล้าบุหรี่,คลองหินปูน,หล่มเก่า,ศรีสะเกษ
1624,โครงการที่ 18,สุขภาพกาย,สะกาด,สันกำแพง,บุรีรัมย์
1625,โครงการที่ 12,เหล้าบุหรี่,หนองหมื่นถ่าน,นิคมคำสร้อย,สมุทรสงคราม
1626,โครงการที่ 5,เด็กและเยาวชน,โรงช้าง,ผักไห่,อุทัยธานี
1627,โครงการที่ 16,การจัดการน้ำ,ปุยุด,โพธาราม,เชียงใหม่
1628,โครงการที่ 7,สิ่งแวดล้อม,ท่าตุ้ม,นาหมื่น,ร้อยเอ็ด
1629,โครงการที่ 15,การจัดการน้ำ,เทพาลัย,โกรกพระ,นครสวรรค์
1630,โครงการที่ 15,เด็กและเยาวชน,หนองสรวง,วาปีปทุม,ชลบุรี
1631,โครงการที่ 11,สุขภาพกาย,หัวดง,กุมภวาปี,กระบี่
1632,โครงการที่ 11,การจัดการน้ำ,หัวถนน,กงไกรลาศ,นครราชสีมา
1633,โครงการที่ 1,สิ่งแวดล้อม,ทุ่งผึ้ง,กำแพงแสน,กำแพงเพชร
1634,โครงการที่ 13,การจัดการน้ำ,เขื่อนผาก,ดอนเมือง,ลพบุรี
1635,โครงการที่ 17,เด็กและเยาวชน,นาสัก,โพธิ์ทอง,ลำปาง
1636,โครงการที่ 13,สิ่งแวดล้อม,เรียง,ปรางค์กู่,นครพนม
1637,โครงการที่ 13,เหล้าบุหรี่,จอมทอง,บุณฑริก,นราธิวาส
1638,โครงการที่ 13,ผู้สูงอายุ,ยางสูง,ทุ่งช้าง,พระนครศรีอยุธยา
1639,โครงการที่ 18,ผู้สูงอายุ,สบป้าด,เฝ้าไร่,อุดรธานี
1640,โครงการที่ 19,ผู้สูงอายุ,ลุงเขว้า,เฉลิมพระเกียรติ,สิงห์บุรี
1641,โครงการที่ 7,เหล้าบุหรี่,ไก่คำ,บางมูลนาก,เพชรบูรณ์
1642,โครงการที่ 3,สิ่งแวดล้อม,ห้วยไผ่,เกษตรสมบูรณ์,กาญจนบุรี
1643,โครงการที่ 5,ผู้สูงอายุ,เขาทอง,โคกเจริญ,ชัยภูมิ
1644,โครงการที่ 9,เหล้าบุหรี่,บางใหญ่,ขุนหาญ,นครปฐม
1645,โครงการที่ 17,การจัดการน้ำ,ศิลาลอย,ปักธงชัย,บุรีรัมย์
1646,โครงการที่ 11,สิ่งแวดล้อม,ปากน้ำกระแส,เมืองลพบุรี,ร้อยเอ็ด
1647,โครงการที่ 16,สุขภาพกาย,ศรีจุฬา,แก้งคร้อ,อุทัยธานี
1648,โครงการที่ 12,สุขภาพกาย,แก้งเหนือ,น้ำเกลี้ยง,ขอนแก่น
1649,โครงการที่ 8,สุขภาพกาย,หาดขาม,เมืองลพบุรี,สุโขทัย
1650,โครงการที่ 1,การจัดการน้ำ,หนองกง,ด่านขุนทด,ราชบุรี
1651,โครงการที่ 8,สุขภาพกาย,บ้านโปร่ง,พิชัย,นครศรีธรรมราช
1652,โครงการที่ 2,ผู้สูงอายุ,เกษตรสุวรรณ,บางแค,อุบลราชธานี
1653,โครงการที่ 5,สุขภาพกาย,มิตรภาพ,พนมสารคาม,สระบุรี
1654,โครงการที่ 18,การจัดการน้ำ,ขุนฝาง,หาดใหญ่,มุกดาหาร
1655,โครงการที่ 6,ผู้สูงอายุ,ลาดใหญ่,บ้านม่วง,กรุงเทพมหานคร
1656,โครงการที่ 4,เด็กและเยาวชน,ดงอีจาน,จังหาร,สงขลา
1657,โครงการที่ 3,ผู้สูงอายุ,คันธารราษฎร์,ตระการพืชผล,เชียงราย
1658,โครงการที่ 4,เหล้าบุหรี่,บางพระ,กันทรวิชัย,สุโขทัย
1659,โครงการที่ 14,สิ่งแวดล้อม,โพนทอง,หนองแค,ระยอง
1660,โครงการที่ 19,การจัดการน้ำ,บ้านบาก,ประทาย,ชัยนาท
1661,โครงการที่ 3,การจัดการน้ำ,ขุนคง,พยัคฆภูมิพิสัย,เลย
1662,โครงการที่ 16,การจัดการน้ำ,ลำตาเสา,เอราวัณ,เพชรบุรี
1663,โครงการที่ 1,ผู้สูงอายุ,ท่าเจ้าสนุก,มายอ,เพชรบูรณ์
1664,โครงการที่ 15,สิ่งแวดล้อม,เวียงชัย,บ้านสร้าง,สมุทรสงคราม
1665,โครงการที่ 9,ผู้สูงอายุ,สนม,เจริญศิลป์,นครปฐม
1666,โครงการที่ 17,เด็กและเยาวชน,สระยายโสม,เมืองแพร่,เชียงราย
1667,โครงการที่ 12,เหล้าบุหรี่,ศรีมงคล,ขามทะเลสอ,กรุงเทพมหานคร
1668,โครงการที่ 11,ผู้สูงอายุ,ท่าค้อ,แก่งคอย,สมุทรสงคราม
1669,โครงการที่ 8,สุขภาพกาย,บางแก้ว,เมืองตรัง,สุรินทร์
1670,โครงการที่ 2,ผู้สูงอายุ,บ้านอ้อน,นาโยง,ระนอง
1671,โครงการที่ 6,เด็กและเยาวชน,คลองด่าน,เชียงคาน,พะเยา
1672,โครงการที่ 3,เหล้าบุหรี่,นางลือ,เมืองพิษณุโลก,ตราด
1673,โครงการที่ 10,สิ่งแวดล้อม,บางมะฝ่อ,ธนบุรี,นนทบุรี
1674,โครงการที่ 3,สิ่งแวดล้อม,นาแวง,ท่าวังผา,พระนครศรีอยุธยา
1675,โครงการที่ 20,ผู้สูงอายุ,ระแงง,คอนสาร,ปัตตานี
1676,โครงการที่ 7,สิ่งแวดล้อม,วังสามหมอ,ม่วงสามสิบ,นครราชสีมา
1677,โครงการที่ 14,เหล้าบุหรี่,หอไกร,โพนทราย,นนทบุรี
1678,โครงการที่ 19,สิ่งแวดล้อม,โป่งแพร่,เวียงสา,เชียงราย
1679,โครงการที่ 17,ผู้สูงอายุ,เขาหลวง,พานทอง,ลำปาง
1680,โครงการที่ 10,การจัดการน้ำ,เกาะแก้ว,ธาตุพนม,นครราชสีมา
1681,โครงการที่ 11,การจัดการน้ำ,บ้านผือ,เมืองเพชรบูรณ์,ยโสธร
1682,โครงการที่ 8,เหล้าบุหรี่,สวนจิก,เมืองเชียงราย,สุราษฎร์ธานี
1683,โครงการที่ 7,สิ่งแวดล้อม,ทองหลาง,เขาคิชฌกูฏ,สระบุรี
1684,โครงการที่ 14,สุขภาพกาย,น้ำคำ,เมืองกระบี่,ลพบุรี
1685,โครงการที่ 20,เหล้าบุหรี่,แปลงยาว,เมืองเชียงใหม่,ชัยนาท
1686,โครงการที่ 15,เหล้าบุหรี่,ทุ่งกว๋าว,เมืองเพชรบูรณ์,ร้อยเอ็ด
1687,โครงการที่ 19,ผู้สูงอายุ,ห้วยพุก,หนองสองห้อง,พิษณุโลก
1688,โครงการที่ 12,ผู้สูงอายุ,โชคนาสาม,พรานกระต่าย,ราชบุรี
1689,โครงการที่ 9,การจัดการน้ำ,หนองแวง,บางพลัด,ศรีสะเกษ
1690,โครงการที่ 12,การจัดการน้ำ,บ้านหวาย,สิรินธร,ชลบุรี
1691,โครงการที่ 17,ผู้สูงอายุ,นิคมสร้างตนเองลำโดมน้อย,โชคชัย,นครพนม
1692,โครงการที่ 18,สิ่งแวดล้อม,สนามชัย,วิเชียรบุรี,เชียงราย
1693,โครงการที่ 18,เหล้าบุหรี่,หนองบัวบาน,เชียงแสน,เพชรบุรี
1694,โครงการที่ 8,ผู้สูงอายุ,วังหิน,อากาศอำนวย,พระนครศรีอยุธยา
1695,โครงการที่ 1,ผู้สูงอายุ,ปากคลองบางปลากด,ปาย,พิจิตร
1696,โครงการที่ 12,ผู้สูงอายุ,ดอนคา,ยี่งอ,ระยอง
1697,โครงการที่ 1,เหล้าบุหรี่,นครชุม,บางใหญ่,สุพรรณบุรี
1698,โครงการที่ 5,ผู้สูงอายุ,เมืองเพีย,ป่าติ้ว,อุบลราชธานี
1699,โครงการที่ 13,เด็กและเยาวชน,หนองหญ้าปล้อง,เมืองตาก,สงขลา
1700,โครงการที่ 14,เด็กและเยาวชน,สันป่าตอง,เชียงคาน,สระบุรี
1701,โครงการที่ 13,เด็กและเยาวชน,ขวาว,เมืองลพบุรี,มหาสารคาม
1702,โครงการที่ 9,เหล้าบุหรี่,เขาหลวง,เมืองเชียงใหม่,แพร่
1703,โครงการที่ 1,การจัดการน้ำ,บุ่งคล้า,ม่วงสามสิบ,ลำพูน
1704,โครงการที่ 12,เด็กและเยาวชน,ปะกาฮะรัง,บ้านหมี่,อุบลราชธานี
1705,โครงการที่ 9,สิ่งแวดล้อม,ท่าใหญ่,ท่าช้าง,บุรีรัมย์
1706,โครงการที่ 4,การจัดการน้ำ,วังตะโก,วิภาวดี,ศรีสะเกษ
1707,โครงการที่ 15,สิ่งแวดล้อม,ร่องกาศ,ตระการพืชผล,สงขลา
1708,โครงการที่ 13,การจัดการน้ำ,บางเสด็จ,ลำสนธิ,นครนายก
1709,โครงการที่ 1,ผู้สูงอายุ,ป่าแดด,สามโคก,นครราชสีมา
1710,โครงการที่ 16,สุขภาพกาย,ดอนนางหงส์,กระนวน,นนทบุรี
1711,โครงการที่ 6,เหล้าบุหรี่,คึกคัก,ภูกามยาว,น่าน
1712,โครงการที่ 13,เด็กและเยาวชน,วังกวาง,เมืองปทุมธานี,บุรีรัมย์
1713,โครงการที่ 18,เด็กและเยาวชน,ท่าช้าง,สามพราน,ร้อยเอ็ด
1714,โครงการที่ 6,สิ่งแวดล้อม,ช้างน้อย,ท่ายาง,ชัยภูมิ
1715,โครงการที่ 15,ผู้สูงอายุ,ตะโล๊ะหะลอ,ไพรบึง,จันทบุรี
1716,โครงการที่ 4,การจัดการน้ำ,บ้านเรือน,ขุขันธ์,นครศรีธรรมราช
1717,โครงการที่ 5,ผู้สูงอายุ,งิ้วงาม,สตึก,สุพรรณบุรี
1718,โครงการที่ 18,ผู้สูงอายุ,เกาะแต้ว,วังเหนือ,สิงห์บุรี
1719,โครงการที่ 6,เหล้าบุหรี่,บ้านขาม,เมืองแพร่,ร้อยเอ็ด
1720,โครงการที่ 16,สุขภาพกาย,ลำคอหงษ์,บางเขน,บุรีรัมย์
1721,โครงการที่ 2,สุขภาพกาย,จองถนน,พนัสนิคม,สกลนคร
1722,โครงการที่ 4,สุขภาพกาย,วัดโบสถ์,กะเปอร์,ระนอง
1723,โครงการที่ 20,ผู้สูงอายุ,ทับยายเชียง,สารภี,มหาสารคาม
1724,โครงการที่ 10,การจัดการน้ำ,อรัญคามวารี,บางระจัน,พระนครศรีอยุธยา
1725,โครงการที่ 5,ผู้สูงอายุ,ท่าหมอไทร,ท่าช้าง,แม่ฮ่องสอน
1726,โครงการที่ 11,สิ่งแวดล้อม,ท่าราบ,โซ่พิสัย,แม่ฮ่องสอน
1727,โครงการที่ 20,สิ่งแวดล้อม,แหลมตะลุมพุก,ลอง,นครสวรรค์
1728,โครงการที่ 5,การจัดการน้ำ,ทุ่งพระยา,ประเวศ,พังงา
1729,โครงการที่ 4,ผู้สูงอายุ,บุ่งแก้ว,ตากฟ้า,พระนครศรีอยุธยา
1730,โครงการที่ 14,เหล้าบุหรี่,โพนงาม,ปะนาเระ,ศรีสะเกษ
1731,โครงการที่ 2,เด็กและเยาวชน,เกาะพระทอง,หลังสวน,แพร่
1732,โครงการที่ 11,สิ่งแวดล้อม,พลสงคราม,โพนพิสัย,ราชบุรี
1733,โครงการที่ 5,การจัดการน้ำ,บางพระ,เหนือคลอง,ยโสธร
1734,โครงการที่ 14,เหล้าบุหรี่,โพแตง,สามชัย,บุรีรัมย์
1735,โครงการที่ 6,ผู้สูงอายุ,บ้านใหม่,เทิง,พระนครศรีอยุธยา
1736,โครงการที่ 19,ผู้สูงอายุ,ผึ่งแดด,เมืองชัยภูมิ,สุพรรณบุรี
1737,โครงการที่ 10,สุขภาพกาย,ปะคำ,ปากพนัง,สุรินทร์
1738,โครงการที่ 20,การจัดการน้ำ,กุฎี,คลองหอยโข่ง,สมุทรสาคร
1739,โครงการที่ 16,สุขภาพกาย,เฉนียง,สีชมพู,อุบลราชธานี
1740,โครงการที่ 2,การจัดการน้ำ,ดอนยายหนู,หนองจอก,ปัตตานี
1741,โครงการที่ 19,สิ่งแวดล้อม,ขุนหาญ,ชุมพลบุรี,กรุงเทพมหานคร
1742,โครงการที่ 19,การจัดการน้ำ,ตะแบกบาน,ดอยสะเก็ด,เชียงใหม่
1743,โครงการที่ 10,เหล้าบุหรี่,วังไชย,เกาะพะงัน,สกลนคร
1744,โครงการที่ 20,ผู้สูงอายุ,หนองนาคำ,ชุมพวง,ยะลา
1745,โครงการที่ 8,การจัดการน้ำ,อุทัยสวรรค์,ชะอำ,เชียงใหม่
1746,โครงการที่ 20,เด็กและเยาวชน,หนองกลางนา,หนองม่วงไข่,หนองบัวลำภู
1747,โครงการที่ 12,ผู้สูงอายุ,เหล่า,เมืองอุบลราชธานี,มุกดาหาร
1748,โครงการที่ 15,เหล้าบุหรี่,หินโคน,สวนผึ้ง,สุราษฎร์ธานี
1749,โครงการที่ 3,เหล้าบุหรี่,ศีรษะจรเข้น้อย,ชัยบาดาล,สระบุรี
1750,โครงการที่ 7,สุขภาพกาย,ฟ้าห่วน,แม่ริม,นครนายก
1751,โครงการที่ 10,สุขภาพกาย,วังข่อย,เมืองนครนายก,กาฬสินธุ์
1752,โครงการที่ 5,ผู้สูงอายุ,ลาดตะเคียน,กระแสสินธุ์,ราชบุรี
1753,โครงการที่ 7,สิ่งแวดล้อม,เมืองคอง,โชคชัย,ปัตตานี
1754,โครงการที่ 13,สุขภาพกาย,ต้นธง,หว้านใหญ่,แม่ฮ่องสอน
1755,โครงการที่ 20,สิ่งแวดล้อม,คลองสระบัว,โคกสำโรง,กาญจนบุรี
1756,โครงการที่ 11,สุขภาพกาย,นาขมิ้น,เวียงชัย,นครราชสีมา
1757,โครงการที่ 2,เด็กและเยาวชน,นางัว,องครักษ์,มหาสารคาม
1758,โครงการที่ 1,สิ่งแวดล้อม,บ้านนา,หนองจอก,ปราจีนบุรี
1759,โครงการที่ 11,การจัดการน้ำ,หนองขาม,เมืองพัทลุง,กรุงเทพมหานคร
1760,โครงการที่ 13,เด็กและเยาวชน,คำบง,พระนครศรีอยุธยา,บุรีรัมย์
1761,โครงการที่ 13,การจัดการน้ำ,พร่อน,สามโคก,ร้อยเอ็ด
1762,โครงการที่ 17,เด็กและเยาวชน,หนองกรด,ศรีประจันต์,กาญจนบุรี
1763,โครงการที่ 8,การจัดการน้ำ,สองพี่น้อง,เมืองเพชรบูรณ์,ปราจีนบุรี
1764,โครงการที่ 6,สิ่งแวดล้อม,โป่งน้ำร้อน,เมืองอุบลราชธานี,สกลนคร
1765,โครงการที่ 1,ผู้สูงอายุ,โป่งเปือย,นครชัยศรี,สระบุรี
1766,โครงการที่ 1,เด็กและเยาวชน,ผาน้ำย้อย,เมืองอุทัยธานี,น่าน
1767,โครงการที่ 15,สุขภาพกาย,หนองแขม,บ้านสร้าง,สงขลา
1768,โครงการที่ 14,การจัดการน้ำ,พิมลราช,เขื่องใน,กาฬสินธุ์
1769,โครงการที่ 2,การจัดการน้ำ,นานาค,พระทองคำ,อำนาจเจริญ
1770,โครงการที่ 14,การจัดการน้ำ,ทับคล้อ,นครชัยศรี,เพชรบูรณ์
1771,โครงการที่ 15,ผู้สูงอายุ,แสนไห,ดอยเต่า,ขอนแก่น
1772,โครงการที่ 14,การจัดการน้ำ,บ้านม่วง,หลังสวน,บุรีรัมย์
1773,โครงการที่ 7,การจัดการน้ำ,กรุงชิง,ตากฟ้า,ขอนแก่น
1774,โครงการที่ 16,สิ่งแวดล้อม,ทุ่งกุลา,สันป่าตอง,ระนอง
1775,โครงการที่ 1,การจัดการน้ำ,อุทัย,ท่าแซะ,บุรีรัมย์
1776,โครงการที่ 18,เด็กและเยาวชน,ท่าช้าง,ลาดยาว,ขอนแก่น
1777,โครงการที่ 2,เด็กและเยาวชน,ศาลาลอย,โชคชัย,บึงกาฬ
1778,โครงการที่ 5,เหล้าบุหรี่,ศรีเตี้ย,บ้านโคก,อุตรดิตถ์
1779,โครงการที่ 2,เหล้าบุหรี่,ขนุน,เด่นชัย,อุดรธานี
1780,โครงการที่ 1,ผู้สูงอายุ,หนองแวง,เขาย้อย,พะเยา
1781,โครงการที่ 8,สุขภาพกาย,นากลาง,เมืองสมุทรสาคร,ลำพูน
1782,โครงการที่ 16,สุขภาพกาย,บางปูใหม่,ซับใหญ่,แม่ฮ่องสอน
1783,โครงการที่ 6,เหล้าบุหรี่,บัวขาว,ยางตลาด,ปัตตานี
1784,โครงการที่ 1,สิ่งแวดล้อม,โนนภิบาล,เขวาสินรินทร์,แม่ฮ่องสอน
1785,โครงการที่ 12,การจัดการน้ำ,ตลาดบางเขน,สารภี,กาญจนบุรี
1786,โครงการที่ 18,ผู้สูงอายุ,หนองโสน,อู่ทอง,อำนาจเจริญ
1787,โครงการที่ 11,เด็กและเยาวชน,ท่าหมื่นราม,ย่านตาขาว,ศรีสะเกษ
1788,โครงการที่ 6,การจัดการน้ำ,ลาดบัวขาว,บางเลน,ชัยนาท
1789,โครงการที่ 6,สิ่งแวดล้อม,ยางคำ,วิเศษชัยชาญ,ศรีสะเกษ
1790,โครงการที่ 16,สิ่งแวดล้อม,วังสะพุง,หนองแซง,เชียงราย
1791,โครงการที่ 3,การจัดการน้ำ,บ้านด่าน,ขลุง,นครราชสีมา
1792,โครงการที่ 14,การจัดการน้ำ,บางกะจะ,เกษตรวิสัย,ศรีสะเกษ
1793,โครงการที่ 18,เด็กและเยาวชน,อินทร์แปลง,กระสัง,กาญจนบุรี
1794,โครงการที่ 7,ผู้สูงอายุ,โนนสง่า,คุระบุรี,สุพรรณบุรี
1795,โครงการที่ 2,สุขภาพกาย,บ้านแอ่น,วชิรบารมี,ศรีสะเกษ
1796,โครงการที่ 5,สิ่งแวดล้อม,คูตัน,ปากชม,พระนครศรีอยุธยา
1797,โครงการที่ 4,เหล้าบุหรี่,หนองมะค่า,อ่าวลึก,บึงกาฬ
1798,โครงการที่ 7,สิ่งแวดล้อม,ถ้ำเจริญ,เมืองตราด,สุรินทร์
1799,โครงการที่ 17,สิ่งแวดล้อม,ป่าแลวหลวง,เมืองประจวบคีรีขันธ์,เชียงใหม่
1800,โครงการที่ 13,เด็กและเยาวชน,หนองหลวง,ดอกคำใต้,เชียงใหม่
1801,โครงการที่ 16,สิ่งแวดล้อม,หนองใหญ่,ดอยสะเก็ด,ปัตตานี
1802,โครงการที่ 16,การจัดการน้ำ,พิกุลทอง,เมืองอ่างทอง,ยโสธร
1803,โครงการที่ 5,สิ่งแวดล้อม,ห้วยคต,ไชโย,ตรัง
1804,โครงการที่ 10,สิ่งแวดล้อม,หนองคู,บางสะพานน้อย,ราชบุรี
1805,โครงการที่ 6,เหล้าบุหรี่,หนองคันทรง,เชียรใหญ่,ปทุมธานี
1806,โครงการที่ 9,ผู้สูงอายุ,อาฮี,อรัญประเทศ,ประจวบคีรีขันธ์
1807,โครงการที่ 16,ผู้สูงอายุ,ค้อใหญ่,เมืองอุตรดิตถ์,ชัยนาท
1808,โครงการที่ 15,สุขภาพกาย,นาขุนไกร,ละอุ่น,ภูเก็ต
1809,โครงการที่ 13,ผู้สูงอายุ,หนองนกทา,เกษตรวิสัย,ชุมพร
1810,โครงการที่ 12,เหล้าบุหรี่,ลำห้วยหลัว,ผักไห่,นครพนม
1811,โครงการที่ 8,เด็กและเยาวชน,ศรีวิชัย,แสวงหา,ศรีสะเกษ
1812,โครงการที่ 19,สิ่งแวดล้อม,แม่ต้าน,เมืองอำนาจเจริญ,ลำปาง
1813,โครงการที่ 17,สุขภาพกาย,โนนทัน,เมืองอำนาจเจริญ,นครปฐม
1814,โครงการที่ 12,เด็กและเยาวชน,หน้าเมือง,คีรีรัฐนิคม,สงขลา
1815,โครงการที่ 17,การจัดการน้ำ,สำราญ,เมืองสุพรรณบุรี,ระนอง
1816,โครงการที่ 17,สุขภาพกาย,เชิงชุม,เดชอุดม,พะเยา
1817,โครงการที่ 1,เหล้าบุหรี่,มะกอก,วังยาง,อุดรธานี
1818,โครงการที่ 1,เด็กและเยาวชน,คลองหก,ตาคลี,บุรีรัมย์
1819,โครงการที่ 10,การจัดการน้ำ,บ้านเกาะ,ละหานทราย,นครศรีธรรมราช
1820,โครงการที่ 14,สุขภาพกาย,นาเหล่า,สุคิริน,เลย
1821,โครงการที่ 20,สิ่งแวดล้อม,นางัว,หนองเสือ,ขอนแก่น
1822,โครงการที่ 5,เด็กและเยาวชน,คันธุลี,หนองกี่,แม่ฮ่องสอน
1823,โครงการที่ 6,การจัดการน้ำ,ปงตำ,บ้านโคก,อุทัยธานี
1824,โครงการที่ 4,สิ่งแวดล้อม,นาซ่าว,บางแพ,ลำพูน
1825,โครงการที่ 14,เด็กและเยาวชน,ดงสุวรรณ,กุมภวาปี,สุราษฎร์ธานี
1826,โครงการที่ 9,เหล้าบุหรี่,วังหิน,หนองเสือ,นครราชสีมา
1827,โครงการที่ 20,เด็กและเยาวชน,ปงเตา,แม่สอด,จันทบุรี
1828,โครงการที่ 10,สุขภาพกาย,กุดผึ้ง,ลำลูกกา,ขอนแก่น
1829,โครงการที่ 9,เด็กและเยาวชน,บางกะปิ,ปากพนัง,เชียงใหม่
1830,โครงการที่ 4,เด็กและเยาวชน,แควใหญ่,เมืองอุทัยธานี,พัทลุง
1831,โครงการที่ 15,สุขภาพกาย,บ้านยาง,ไทรโยค,น่าน
1832,โครงการที่ 10,ผู้สูงอายุ,เกาะหวาย,ตระการพืชผล,สงขลา
1833,โครงการที่ 6,เด็กและเยาวชน,แจระแม,เมืองสระบุรี,ตราด
1834,โครงการที่ 15,ผู้สูงอายุ,นิคมห้วยผึ้ง,ชุมแพ,เชียงราย
1835,โครงการที่ 4,สิ่งแวดล้อม,บางสีทอง,แม่สาย,ปัตตานี
1836,โครงการที่ 19,สิ่งแวดล้อม,พุขาม,ขาณุวรลักษบุรี,หนองบัวลำภู
1837,โครงการที่ 18,การจัดการน้ำ,เจริญสุข,ประจักษ์ศิลปาคม,เชียงใหม่
1838,โครงการที่ 12,เหล้าบุหรี่,แม่ยาว,ห้วยเม็ก,นราธิวาส
1839,โครงการที่ 20,การจัดการน้ำ,ตาเซะ,กุฉินารายณ์,พระนครศรีอยุธยา
1840,โครงการที่ 14,สิ่งแวดล้อม,เนินแจง,เมืองระยอง,ขอนแก่น
1841,โครงการที่ 6,สิ่งแวดล้อม,คลองนา,แม่ทา,นครศรีธรรมราช
1842,โครงการที่ 3,เด็กและเยาวชน,มะค่า,วังสะพุง,พิจิตร
1843,โครงการที่ 10,สิ่งแวดล้อม,ขี้เหล็ก,เชียงม่วน,นครราชสีมา
1844,โครงการที่ 10,สิ่งแวดล้อม,และ,แม่แตง,นครราชสีมา
